country,year,maternal_education_standardized,mcv1_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized
BLZ,2020,0.699213323615011,0.975973041881793,-0.957718145405582,-0.0453609898476264,-1.16424726073424,-9.26227244711157
BOL,2020,0.778744887816059,0.385569800604819,-0.745710477835907,1.02589633876945,-1.05470526797556,-9.26227244711157
BRA,2020,0.781729767398717,0.802325029741507,-0.918345292856928,1.78994070695658,-0.153027247743395,-1.21164711943083
BRB,2020,1.74437021634646,0.837054632169564,-0.95317512395766,-0.704417031563441,-1.17133649023156,-9.26227244711157
BTN,2020,-0.710483868418479,1.01070264430985,-0.710880646735175,-0.23598000000938,-0.466612955929005,-1.04074494720773
BWA,2020,0.7415197299204,1.01070264430985,-0.448899743238362,1.04377527272679,-0.199954613128476,-0.87078960654155
CAF,2020,-0.633829554263538,-0.93415509166136,0.470304929724443,-0.228900121399705,0.645718721082395,0.731698967467138
CHN,2020,1.054272470261,1.08016184916597,-1.02434912664177,0.601775762563292,-1.02165002567675,-1.52541949818417
CIV,2020,-0.57768303903571,0.177192186036475,0.0720333827899824,0.19539969223961,0.442287164968422,-1.54940803220557
CMR,2020,0.377120046088407,-0.274292645528271,-0.0127696842378876,0.452112505877759,0.634962100708144,-0.0893656394385335
COD,2020,0.43243333989907,-0.100644633387984,0.125035299682401,-0.0821046636446734,0.635409205302539,0.982641272239605
COG,2020,0.902233634834921,0.177192186036475,-0.348953271384087,0.918353878875655,0.790543662313544,-0.596266000274476
COK,2020,1.62791800119078,1.08016184916597,-0.782110736103822,0.140911512560086,-0.830755064289981,-1.05965856765723
COL,2020,0.854726336422526,0.941243439453736,-0.938031719131255,1.53363117754304,-1.07617148239522,-2.78751601472994
COM,2020,0.253281783297935,0.76759542731345,-0.182375818293628,-0.79376689199187,0.443299821185208,-1.34727572858632
CPV,2020,0.0412841702148754,1.04543224673791,-0.918345292856928,0.865568454811117,-1.47707686906168,-0.59282722431557
CRI,2020,0.99489504055086,0.941243439453736,-1.01980610519384,1.48756715722186,-1.11359847544734,-3.25476623957255
CUB,2020,1.47866245177198,1.08016184916597,-1.06523631967306,1.35461779117815,-1.33370285294008,-9.26227244711157
CZE,2020,1.71911975169657,0.941243439453736,-1.09855181029115,1.21176555695256,-0.295786418116904,-1.51704502428249
DJI,2020,-0.427819628700333,0.524488210317048,-0.268693225804138,1.39073413395915,-0.979023514246706,-1.40395973318959
DMA,2020,1.96866746086763,0.837054632169564,-0.61396285584618,1.07128821871629,-1.15557987038838,-9.26227244711157
DOM,2020,0.905102728899257,0.975973041881793,-0.623048898742024,1.56607315294433,-0.87079002940525,-9.26227244711157
DZA,2020,0.667742050082802,0.420299403032876,-0.791140692315123,1.17896510668495,-1.09853337579586,-1.51562779939906
ECU,2020,1.17673781778975,0.524488210317048,-0.941060400096536,0.766584582350535,-0.703934926462799,-9.26227244711157
EGY,2020,1.32913754555047,0.941243439453736,-0.83959958775962,-0.185883137442187,-1.18699155980447,-2.44717640988368
ERI,2020,-0.451688209234363,0.274604485529807,-0.52915978881831,-0.0962610945559017,0.356642608267532,-1.23325123003188
EST,2020,1.93222879245782,0.941243439453736,-1.10915219366964,0.993543982084734,-1.47453673983681,-2.03777874218773
ETH,2020,-0.770153119016158,-0.343751850384386,-0.374697059588976,-1.14950838744889,1.17730473846205,0.353750048612351
FJI,2020,1.42844056825616,0.975973041881793,-0.736624434940064,0.442344065770739,-0.734712057885779,-0.885507939490412
FSM,2020,0.870100423333937,0.350840198176762,-0.759339542179672,-1.07839593584412,0.285364260455491,0.00740040637467051
GAB,2020,0.973904688161442,-0.204833440672156,-0.492815617234937,1.92064960508584,-0.415796622653321,-0.591566088702935
GEO,2020,1.85623604540286,0.941243439453736,-1.00011967891952,0.544912686894447,-0.901920903853845,-0.651939479110595
GHA,2020,0.595715298385116,0.837054632169564,-0.441328040825159,0.440417263364309,0.704155042298002,-0.49671353804869
GIN,2020,-0.864578719062628,-0.725777477093016,0.340071648217357,-0.465045439583166,0.487838408546088,-0.871445692762119
GMB,2020,-0.386560117412036,0.593947415173163,-0.368639697658413,0.674501351066472,0.699746458153744,-2.59275575457045
GNB,2020,-0.794463937506832,0.385569800604819,0.0614329994114986,-0.138967739313518,1.24043286361361,-2.00894047555715
GNQ,2020,1.29095764604868,-0.517399862524672,0.0856624471337473,1.15378224732649,-0.323131848250665,0.63517760252687
GRD,2020,0.952519311621211,0.906513837025679,-0.894115845134679,-0.469705612845231,-1.0390919406264,-9.26227244711157
GTM,2020,-0.0434785488196486,0.76759542731345,-0.772968606523437,0.204361563897426,-0.89072142697606,-9.26227244711157
GUY,2020,1.13043207001423,1.04543224673791,-0.700280263356691,-0.904670053757347,-0.941817054231167,-9.26227244711157
HND,2020,0.104461980718616,0.732865824885392,-0.889572823686758,0.48625723689404,-0.993620046596113,-9.26227244711157
HRV,2020,1.68477953942903,0.941243439453736,-1.0743223625689,0.464390270048968,-0.160844131469166,-2.28901610726053
HTI,2020,-0.0574167069527468,-0.100644633387984,-0.202062244567955,0.417340443845432,-0.178440443051047,-9.26227244711157
HUN,2020,1.5263713166355,1.08016184916597,-1.08189406498211,1.10973464812832,-0.251714736496242,-3.16010024663828
IDN,2020,0.925649478204153,0.698136222457335,-0.78356898990192,0.408064906679592,-0.00102484537592867,-0.74732268044228
IND,2020,0.275192827461454,0.941243439453736,-0.623048898742024,-0.555918818193424,0.49882855605102,-0.477331466211655
IRN,2020,0.975278276949123,1.08016184916597,-0.941060400096536,1.27763531363751,-1.30469395789714,-2.34940516960318
IRQ,2020,1.00117372251221,0.489758607888991,-0.748739158801188,1.06644880802107,-0.729976970582185,-1.72048456669975
JAM,2020,1.55313867365659,0.906513837025679,-0.936517378648614,0.408064906679592,-1.21202910249192,-9.26227244711157
JOR,2020,1.82547397171558,0.663406620029277,-0.909259249961085,1.98616088690447,-0.665569347455501,-2.3781371155503
KAZ,2020,1.53624727416199,0.941243439453736,-0.991033636023674,0.477743458819114,-0.300721818294572,-0.17523704809862
KEN,2020,0.652518070988368,0.732865824885392,-0.492815617234937,-0.868015998676878,0.851637275200069,-1.70925551332517
KGZ,2020,1.57667736186721,0.941243439453736,-0.86685771644715,-0.46096778797886,-0.830615623754541,-0.521260600460875
KHM,2020,-0.259503973220393,0.559217812745105,-0.741167456387985,-1.03390024306306,-0.644802295276041,-0.181536936214687
KIR,2020,0.998683700443125,0.906513837025679,-0.368639697658413,0.356534144647148,0.478461252773245,-0.1952635598805
KNA,2020,1.50216152120429,1.01070264430985,-0.910773590443725,-0.720503591189221,-1.20149320796076,-9.26227244711157
KWT,2020,1.75455250001591,1.01070264430985,-1.010720062298,2.38034881177353,-1.2234047150481,-2.07702357035643
LAO,2020,-0.26035699566367,0.524488210317048,-0.451928424203643,-0.503357440920331,-0.0476987387826776,-1.48603010004045
LBN,2020,1.75379190590571,0.489758607888991,-1.03494951002025,1.87660200588767,-1.13514104333299,-0.990042211434448
LBR,2020,-0.0446057450393299,0.274604485529807,0.073547723272623,0.212248010956304,0.282387249330287,-0.860528298204512
LBY,2020,1.55479534412274,0.177192186036475,-0.969832869266706,1.5017717237995,-1.10460927028767,-1.87643854648259
LCA,2020,1.07579316587804,0.975973041881793,-0.780540308936639,-1.26023231178121,-1.11887538608333,-9.26227244711157
LKA,2020,1.20707676215646,1.08016184916597,-1.03494951002025,-1.26780509333207,-0.628663769391786,-3.17730777877775
LSO,2020,0.726292004329671,0.76759542731345,0.232553473949879,-0.819711510441248,0.602295171148593,-0.359864213836779
LTU,2020,2.08385687344613,0.941243439453736,-1.08946576739531,0.939951989570992,-1.46943517441368,-0.628470448502688
LVA,2020,1.97849625443007,0.941243439453736,-1.08189406498211,0.956397024063085,-1.46996822919755,-3.3751236256531
MAR,2020,-0.159685852506322,1.08016184916597,-0.848685630655463,0.722133698927766,-0.372386136138197,-1.0413826902203
MDA,2020,1.98114223155114,0.941243439453736,-0.919859633339568,-0.186062374875343,-1.40353297499874,-0.919524970226121
MDG,2020,0.354358372170652,-0.447940657668557,-0.35803931427993,-0.404059902951726,0.326763103396499,-0.928755350879657
MDV,2020,-0.0608473734243904,1.08016184916597,-1.03797819098553,-0.297548058298579,-1.17375408212861,-1.82964518268813
MEX,2020,0.757767844586777,0.177192186036475,-0.930460016718052,1.50405700107224,-0.276766107858986,-4.57950002596933
